	affair_id	affair_type	councillor_id	council	legislative_period	language	affair_title	affair_text	answer
69	20155069	14	542	NR	49	de	Mutmassliche Untersuchung der Bundesanwaltschaft gegen Daniel Senn, ehemaliger Revisor und Finma-Gutachter	<p>Die RAB hat am 20. Februar 2014 dem Revisor/Beobachter und Gutachter der Finma Daniel Senn die Zulassung als Revisor entzogen. Die KPMG hat Senn als Mitglied der Geschäftsleitung im Januar 2013 entlassen. Dies und die seitherige Entwicklung sind von öffentlichem wie privatem Interesse, weil Senn für die Finma tätig und Revisor des SNB-Bankrates in der Hildebrand-Devisenaffäre war.</p><p>- Trifft es zu, dass die Bundesanwaltschaft ein Verfahren gegen Daniel Senn wegen Insiderhandel eröffnet hat?</p><p>- Wenn ja, in welchem Stadium befindet sich dieses Verfahren?</p>	<p>Antwort der Aufsichtsbehörde über die Bundesanwaltschaft</p><p>Zum fraglichen Sachverhalt kann die Bundesanwaltschaft aus Gründen des Amts- und Untersuchungsgeheimnisses keine Auskunft erteilen. Das öffentliche Interesse wird von der Bundesanwaltschaft bei jedem Kommunikationsentscheid mitberücksichtigt.</p>
70	20155070	14	490	NR	49	de	Rolle der SRG in der Billag-Abstimmung	<p>Im Abstimmungskampf über die Billag-Vorlage hat die SRG wie bei allen anderen Abstimmungen ihre traditionelle Moderations- oder, wie man auch sagen könnte, Schiedsrichterrolle inne. Nun kommt der ausserordentliche Umstand hinzu, dass sich die SRG hier auch noch in einer Art Spielerrolle befindet.</p><p>Wie kann sichergestellt werden, dass sich die SRG in diesen beiden an sich widersprüchlichen Rollen staatspolitisch korrekt verhalten wird?</p>	<p>Bei der Referendumsabstimmung am 14. Juni 2015 geht es um eine vom Parlament verabschiedete RTVG-Revision, die auf eine zeitgemässe Finanzierung des Service public abzielt. Die SRG hat bei dieser Abstimmung die rechtlichen Anforderungen an eine professionelle Informationstätigkeit zu beachten - wie bei jeder anderen Vorlage auch. Das Radio- und Fernsehgesetz verlangt eine sachgerechte und ausgewogene Berichterstattung. Diese kann auf Beschwerde hin von der UBI und vom Bundesgericht überprüft werden.</p>
71	20155071	14	490	NR	49	de	Aussagen von Botschafter Luzius Wasescha	<p>Luzius Wasescha, Diplomat im Sold der Eidgenossenschaft, sagte im Tagesgespräch auf SRF am 10. Februar 2015 zur Masseneinwanderungs-Initiative: Ich sage immer, Schweizer lieben Fussball, aber sie sind etwas faul, und darum schiessen sie Eigentore.</p><p>- Welche Funktion im Dienst der Eidgenossenschaft bekleidet Luzius Wasescha (Jahrgang 1946)?</p><p>- Teilt der Bundesrat die Aussage, dass die Schweizer etwas faul sind?</p><p>- Liegt diese Aussage innerhalb der Bandbreite der Loyalität zu seinem Arbeitgeber?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
72	20155072	14	4082	NR	49	de	Das Milizsystem in Gefahr. Unterstützen die Bundesbehörden das politische Engagement ihrer Angestellten?	<p>In der Privatwirtschaft ist die Akzeptanz für politische Ämter von Angestellten in den letzten Jahren laufend gesunken. Erstaunlich ist aber, wenn Angestellte von Bundesverwaltung oder Bundesbetrieben von ihren Vorgesetzten erfahren, dass eine Kandidatur für ein politisches Amt nicht gewünscht wird.</p><p>Ist der Bundesrat bereit, der Verwaltung zu signalisieren, dass das Milizsystem hochzuhalten ist und solche Kandidaturen zu akzeptieren und zu fördern sind?</p>	
73	20155073	14	4084	NR	49	de	SRG und RTVG-Revision. Politische Werbung in eigener Sache	<p>Im Regionaljournal Zentralschweiz vom 3. März 2015 machte SRF zu bester Sendezeit im Nachrichtengefäss während rund 50 Sekunden Werbung für die Kampagnenveranstaltung der SRG Zentralschweiz, die von dieser am selben Tag für die RTVG-Revision durchgeführt wurde.</p><p>1. Wie stellt der Bundesrat sicher, dass im Abstimmungskampf zur RTVG-Revision von der SRG keine politische Werbung im redaktionellen Bereich eingeschleust wird?</p><p>2. Was unternimmt er künftig dagegen?</p>	<p>Werbung für bevorstehende Abstimmungen ist verboten. Das gilt selbstverständlich auch für die SRG. Hier geht es letztlich aber nicht um Fragen der Werbung, sondern darum, ob die Berichterstattung sachgerecht war. Für diese Beurteilung sind auf Beschwerde hin die UBI und das Bundesgericht zuständig. </p>
74	20155074	14	4121	NR	49	de	Drohnenkauf gefährdet Vermittlerrolle der Schweiz	<p>Die Drohnen Hermes 900 des israelischen Rüstungskonzerns Elbit Systems sind im Gaza-Krieg vom Sommer 2014 nachweislich unter Verletzung des humanitären Völkerrechts zum Einsatz gekommen.</p><p>- Wird mit dem möglichen Kauf solcher Drohnen die Politik der Schweiz nicht beschädigt?</p><p>- Würden dadurch die Bemühungen der Schweiz als Vermittlerin für die Friedensverhandlungen untergraben?</p>	<p>Es ist nicht das erste Mal, dass die Schweiz Rüstungsgüter aus Israel beschafft. So handelt es sich zum Beispiel beim heute bei der Schweizer Armee im Einsatz stehenden, abzulösenden Drohnensystem ADS 95 Ranger um ein israelisches Produkt. Der Bundesrat hat keinen Anlass zur Annahme, dass die bisher aus Israel beschafften Rüstungsgüter einen negativen Einfluss auf die aussenpolitische Rolle der Schweiz im Nahen Osten gehabt hätten.</p><p>Bei der Wahl der Rüstungsgüter stehen Qualität und Kosten der zu beschaffenden Produkte im Vordergrund; politische Überlegungen werden vom Bundesrat aber auch berücksichtigt. Der Bundesrat erachtet diese Beschaffung als mit der schweizerischen Aussenpolitik vereinbar. Damit ist weder eine Stellungnahme zur Aussen- und Sicherheitspolitik Israels noch eine militärische Stärkung Israels verbunden.</p>
75	20155075	14	4134	NR	49	de	Drohne Hermes 900 nicht beschaffungsreif?	<p>Mit dem Rüstungsprogramm 2015 will das VBS sechs Drohnen Hermes 900 beschaffen, die anscheinend noch nicht fertig entwickelt sind und damit noch nicht beschaffungsreif sind.</p><p>- Welche Risiken kommen auf den Steuerzahler zu?</p><p>- Dient die mögliche Zusammenarbeit mit der ETH Lausanne sowie mit Schweizer Firmen in Offset-Programmen dazu, Komponenten zu entwickeln, die es heute noch nicht gibt, die aber in der Schweizer Drohnenvariante fest vorgesehen sind?</p>	<p>Das Drohnensystem Hermes 900 wurde mit einem aufwendigen Verfahren evaluiert. Nach Auswertung der gewonnenen Erkenntnisse konnten die Truppentauglichkeit sowie die Beschaffungsreife erklärt werden. Noch in Entwicklung steht das Teilsystem Sense and Avoid, das die automatische Erkennung von anderen Luftfahrzeugen beinhaltet. Die Risiken des Vorhabens sind in der Botschaft zum Rüstungsprogramm 2015 aufgeführt, die der Bundesrat am 11. Februar 2015 verabschiedet hat. Für das Aufklärungsdrohnensystem 15 wird ein mittleres technisches und kleines kommerzielles Risiko ausgewiesen.</p><p>Bei Rüstungsbeschaffungen aus dem Ausland finden die Regeln der bundesrätlichen Rüstungspolitik Anwendung. Danach kann der ausländische Lieferant entsprechend zu Gegengeschäften verpflichtet werden. Die betroffene Firma Elbit hat im Rahmen der Hermes-900-Beschaffung bis zum heutigen Zeitpunkt noch keine Berichte zu Gegengeschäften zur Genehmigung eingereicht. Ebenfalls liegen dem Bundesrat keine Informationen vor, dass die ETH Lausanne zusammen mit Elbit an der Weiterentwicklung der Drohne arbeitet. Es gibt keine projektspezifische Zusammenarbeit mit der ETH Lausanne, und es ist auch keine geplant.</p>
76	20155076	14	4134	NR	49	de	Perfektionierung von Drohnen durch die ETH Lausanne?	<p>- Wie und in welcher Form ist die ETH Lausanne an der Weiterentwicklung und Perfektionierung der Drohne beteiligt, die im Gaza-Krieg vom Sommer 2014 unter nachweislicher Verletzung des humanitären Völkerrechts zum Einsatz kam?</p><p>- Sind für die Zukunft gemeinsame Projekte angedacht oder bereits vorgesehen?</p>	<p>Das Drohnensystem Hermes 900 wurde mit einem aufwendigen Verfahren evaluiert. Nach Auswertung der gewonnenen Erkenntnisse konnten die Truppentauglichkeit sowie die Beschaffungsreife erklärt werden. Noch in Entwicklung steht das Teilsystem Sense and Avoid, das die automatische Erkennung von anderen Luftfahrzeugen beinhaltet. Die Risiken des Vorhabens sind in der Botschaft zum Rüstungsprogramm 2015 aufgeführt, die der Bundesrat am 11. Februar 2015 verabschiedet hat. Für das Aufklärungsdrohnensystem 15 wird ein mittleres technisches und kleines kommerzielles Risiko ausgewiesen.</p><p>Bei Rüstungsbeschaffungen aus dem Ausland finden die Regeln der bundesrätlichen Rüstungspolitik Anwendung. Danach kann der ausländische Lieferant entsprechend zu Gegengeschäften verpflichtet werden. Die betroffene Firma Elbit hat im Rahmen der Hermes-900-Beschaffung bis zum heutigen Zeitpunkt noch keine Berichte zu Gegengeschäften zur Genehmigung eingereicht. Ebenfalls liegen dem Bundesrat keine Informationen vor, dass die ETH Lausanne zusammen mit Elbit an der Weiterentwicklung der Drohne arbeitet. Es gibt keine projektspezifische Zusammenarbeit mit der ETH Lausanne, und es ist auch keine geplant.</p>
77	20155077	14	4134	NR	49	de	"""2 mal 2""-Entscheid der Nagra"	<p>Am 30. Januar 2015 stellte die Nagra ihre Vorschläge für Standortgebiete vor, die für ein Atommülllager weiter untersucht werden sollen. Die Auflage war, mindestens je zwei Standortgebiete für jede Abfallkategorie vorzuschlagen. Die Eingrenzung auf die Standortgebiete Benken und Bözberg erfüllt diese Auflage nur, wenn an beiden Standorten ein Kombilager gebaut werden kann.</p><p>Ist nach dem heutigen Stand des Wissens an beiden Standorten der Bau eines Kombilagers möglich?</p>	<p>Mit dem vorliegenden Zweiervorschlag erfüllt die Nagra das Kriterium für die zweite Etappe des Auswahlverfahrens, mindestens zwei Standorte pro Lagertyp vorzuschlagen, weil die beiden Standortgebiete Jura Ost und Zürich Nordost je sowohl für ein Tiefenlager für schwach- und mittelaktive Abfälle als auch für ein Tiefenlager für hochaktive Abfälle infrage kommen. Gemäss Vorgaben des Bundes gibt es keine zusätzliche Anforderung bezüglich eines Kombilagers. Die Nagra muss jedoch ausweisen, ob die Standorte auch für ein Kombilager infrage kommen. Sowohl für Jura Ost als auch für Zürich Nordost ist dieses Kriterium gemäss Nagra erfüllt. Der Vorschlag der Nagra wird derzeit vom Eidgenössischen Nuklearsicherheitsinspektorat und von weiteren Bundesstellen im Detail geprüft.</p>
78	20155078	14	4136	NR	49	de	Lagerung radioaktiver Abfälle auf dem Areal des französischen Kernkraftwerkes Bugey. Wiederaufnahme der Bauarbeiten im April 2015	<p>In der Antwort auf meine Frage vom 11. Juni 2014 bestätigte Bundesrätin Leuthard, dass Frankreich die Schweiz nicht über das Projekt informiert hat, wie dies gemäss der Espoo-Konvention geschehen sollte, und dass sich dieses Thema auf der Liste der mit der französischen Regierung zu behandelnden Punkte befinde.</p><p>Hat der Bundesrat angesichts der Tatsache, dass die Bauarbeiten auf dem überschwemmungsgefährdeten Areal eines der ältesten Kernkraftwerke Frankreichs im April 2015 wieder aufgenommen wurden, vom französischen Staat eine Antwort erhalten?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
79	20155079	14	820	NR	49	de	Massnahmen gegen den Zustrom von Asylbewerbern	<p>Der Zustrom von Asylbewerbern, vor allem unechten, in die Schweiz hält unvermindert an und vergrössert sich von Jahr zu Jahr. Diese Tatsache stellt unser Land vor immer grössere logistische, administrative und finanzielle Aufgaben.</p><p>- Welche Massnahmen will der Bundesrat ergreifen, um die unhaltbare Situation zu reduzieren?</p><p>- Ist er bereit, zusammen mit weiteren betroffenen Staaten und der Uno die Flüchtlingsströme in Ursprungsländern zu stoppen und die Menschen vor Ort zu betreuen?</p>	
80	20155080	14	3872	NR	49	de	Starker Franken. Steuerliche Entlastung von betroffenen Unternehmen	<p>Nach dem Entscheid der Schweizerischen Nationalbank am 15. Januar 2015 erfuhren die Waren- und Auftragsbestände vom 1. Januar 2015 in schweizerischen Unternehmen eine Abwertung von 15 bis 20 Prozent. Die betroffenen Firmen, also Exportunternehmen und ihre Subunternehmen, werden nun aufgrund eines überbewerteten Werts veranlagt.</p><p>Ist der Bundesrat bereit, bei den Kantonen einzugreifen, damit diese aussergewöhnliche Situation berücksichtigt wird und die betroffenen Unternehmen steuerlich nicht noch mehr belastet werden?</p>	
81	20155081	14	3872	NR	49	de	Transparenz auf dem Milchmarkt	<p>Auf dem Milchmarkt geht es turbulent zu. Die den Produzenten bezahlten Industriemilchpreise liegen 15 Rappen unter dem Vorjahreswert. Der starke Franken hat diese Situation noch verschärft. Unter diesen Umständen ist es wichtig, dass auf diesem Markt volle Transparenz herrscht.</p><p>- Hat der Bundesrat die Gesamtübersicht über den Milchmarkt, insbesondere in Bezug auf die vertraglich geregelten Mengen und die Anwendung der Segmentierung?</p><p>- Was zieht er daraus für Schlüsse?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
82	20155082	14	1293	NR	49	de	Biometrischer Schweizer Pass	<p>Als der Bundesrat den biometrischen Pass einführte, geschah dies in erster Linie, um die Kriterien des Schengen-Raums zu erfüllen. In einer Sendung vom 13. Juni 2014 berichtete RTS, dass die darin gespeicherten Fingerabdrücke nutzlos sind.</p><p>1. Kann der Bundesrat bestätigen, dass die Fingerabdrücke von den Behörden anderer Länder gar nicht lesbar und demnach nutzlos sind?</p><p>2. Wird der Bundesrat weiterhin einen solchen Pass, der überdies mehr kostet als der alte, verlangen? Falls ja, wie begründet er dies?</p>	
83	20155083	14	4025	NR	49	de	Deza-Büro in Abu Dhabi	<p>Die Vereinigten Arabischen Emirate (VAE) werden nicht in der geografischen Aufteilung der bilateralen öffentlichen Entwicklungshilfe (APD) erwähnt.</p><p>- Hat die Deza in Abu Dhabi trotzdem Vertreter stationiert?</p><p>- Wenn ja, welche konkreten Projekte werden von ihnen betreut? Wie teuer kommt diese Deza-Vertretung in den VAE die Schweiz?</p><p>- Wie viele Deza-Leute sind in Ländern stationiert, die nicht in der geografischen Aufteilung der bilateralen APD aufgeführt sind (aufgeteilt nach Land)?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
84	20155084	14	4128	NR	49	de	Berufsmaturitätsschulen. Ungleiche Handhabungen?	<p>Lehrkräfte der Berufsmaturitätsstufe müssen in einzelnen Kantonen im Besitz eines Masters sein, um Fächer wie Mathematik zu unterrichten. In anderen Kantonen dürfen Lehrkräfte sogar an Gymnasien Fächer unterrichten, für die sie nur 90 ETCS studiert haben. Auch scheinen die Anforderungen bei öffentlichen und privaten BM-Schulen nicht einheitlich.</p><p>- Beabsichtigt der Bundesrat, diese ungleiche Handhabung einheitlicher zu gestalten?</p><p>- Gibt es genügend Masterabschlüsse für den hohen Bedarf an BM-Lehrkräften?</p>	
85	20155085	14	4128	NR	49	de	Was tut die Schweiz für die Befreiung des saudischen Bloggers Raif Badawi?	<p>Raif Badawi, ein saudischer Blogger, wurde zu zehn Jahren Gefängnis und 1000 Peitschenhieben verurteilt, weil er seine freie Meinung in Blogs geäussert hat. Neuesten Gerüchten zufolge droht ihm nun auch die Todesstrafe.</p><p>- Was tut die Schweiz für die Befreiung von Badawi?</p><p>- Teilt der Bundesrat die Einschätzung, dass Badawis Strafe gegen die UN-Antifolterkonvention verstösst?</p><p>- Befürwortet er, dass weiterhin Kriegsmaterial nach Saudi-Arabien exportiert wird?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
86	20155086	14	4128	NR	49	de	Das Ensi verzichtet auf bisherige Sicherheitsstandards	<p>Der Ensi-Bericht vom Dezember 2012 hielt fest, dass im Kernkraftwerk Mühleberg die Kernschaden-, die Erdbeben- und die Frühfreisetzungswahrscheinlichkeit zu hoch seien und dagegen Massnahmen zu ergreifen seien. Im Nachrüstungsbericht der BKW wurde im unveränderten Basismodell ohne Massnahmen das Risiko weggerechnet. Im Januar 2015 gab das Ensi den Weiterbetrieb bis 2019 frei.</p><p>Unterstützt der Bundesrat die Absicht des Ensi, ohne Prüfung der BKW-Risikoberechnung auf die 2012 geforderten Massnahmen zu verzichten?</p>	<p>Der Bundesrat nimmt zu den Entscheiden des Ensi inhaltlich keine Stellung. Er verweist auf das Dokument 11/1999, Forderungen des Ensi für den Weiterbetrieb des Kernkraftwerks Mühleberg bis zur endgültigen Ausserbetriebnahme im Jahr 2019, vom 23. Januar 2015, aus dem hervorgeht, dass das Basismodell für die probabilistische Sicherheitsanalyse seit der periodischen Sicherheitsüberprüfung im Jahr 2010 entsprechend den Forderungen des Ensi umfassend überarbeitet wurde (S. 38). Nach der Beurteilung des Ensi weist das Kernkraftwerk Mühleberg aus probabilistischer Sicht - gestützt auf das überarbeitete Basismodell - auch mit den von der Betreiberin vorgeschlagenen Alternativen zu den 2012 geplanten Nachrüstmassnahmen einen ausreichend hohen Sicherheitsstatus auf (S. 57f.).</p>
87	20155087	14	4128	NR	49	de	"Notfallkühlung in Mühleberg muss sich an ""Choreografie"" halten"	<p>Im Notfall muss im Kernkraftwerk Mühleberg automatisch Wasser vom Kondensator in den Reaktordruckbehälter gepumpt werden - mit Strom aus Susan-Batterien, die nicht erdbebenfest und nicht überschwemmungssicher sind. Dann muss der Innendruck so stark abfallen, dass Wasser aus dem Reservoir mit Eigendruck einfliessen kann, bis die Feuerwehr ihre Pumpen an den Reaktordruckbehälter anschliessen kann.</p><p>Glaubt der Bundesrat, dass sich das Kernkraftwerk Mühleberg im Notfall an die vorgedachte Choreografie hält und ohne redundante Notfallkühlung betrieben werden darf?</p>	<p>In den schweizerischen Kernkraftwerken sind sowohl der Normalbetrieb als auch die Beherrschung von Störfällen oder Extremereignissen geregelt. Aufseiten der Werke gibt es dazu betriebliche und aufseiten der Aufsichtsbehörde rechtliche Vorgaben. Im Rahmen von Sicherheitsanalysen werden zudem alle möglichen Störfallursachen und -abläufe untersucht und beurteilt. Die Behandlung von Notfallsituationen wird auch periodisch in breitangelegten Notfallübungen getestet.</p><p>Beim Kernkraftwerk Mühleberg haben aktuelle Überprüfungen des Eidgenössischen Nuklearsicherheitsinspektorates (Ensi) gezeigt, dass das gesamte Susan-Notstandsystem gegen Überflutung und Erdbeben ausgelegt ist. Demnach besitzen die Notstandsysteme hinsichtlich der aktuellen Gefährdungen durch Erdbeben und Überflutung ausreichende Sicherheitsmargen, einschliesslich der Batterien des Susan.</p><p>Der Bundesrat ist davon überzeugt, dass das Ensi bei Bedarf die erforderlichen Massnahmen gegenüber dem Betreiber des Kernkraftwerks Mühleberg anordnet.</p>
88	20155088	14	502	NR	49	de	Mehrwertsteuerausfälle durch Einkaufstourismus	<p>Gemäss Mitteilung des Bundesrates (11. Februar 2015) sind die Einnahmen aus der Mehrwertsteuer 2014 um 300 Millionen Franken zurückgegangen, das BIP stieg aber um 2 Prozent. Anscheinend wandert der zusätzliche private Konsum ins Ausland ab. Da die Mehrwertsteuer bei Auslandeinkäufen zurückerstattet wird, wird ein wachsender Anteil an den Konsumausgaben gar nicht mehr besteuert, was gegenüber den Konsumenten, die im Inland einkaufen, ungerecht ist.</p><p>Was gedenkt der Bundesrat - nicht zuletzt angesichts der Steuerausfälle - zu tun?</p>	<p>Die Einnahmen aus der Mehrwertsteuer lagen im Jahr 2014 um 53 Millionen Franken oder 0,2 Prozent über dem Vorjahreswert.</p><p>Das BIP ist die Gesamtheit aller im Laufe eines Jahres im Inland produzierten Güter und geleisteten Dienste. Wenn die Schweizerinnen und Schweizer vermehrt im Ausland einkaufen, werden im Inland weniger Güter produziert und Dienstleistungen erbracht. Dies schmälert das BIP und die Mehrwertsteuereinnahmen gleichermassen. Der zunehmende Einkaufstourismus erklärt also nicht die unterschiedlichen Zuwachsraten des BIP und der Mehrwertsteuereinnahmen.</p><p>Die Mehrwertsteuereinnahmen folgen mittel- und langfristig zwar ungefähr der Entwicklung des BIP. In den einzelnen Jahren sind jedoch deutliche Abweichungen in beide Richtungen möglich. Ausserdem sind die Zahlen zum BIP des Jahres 2014 erst provisorischer Natur, und es gilt zu bedenken, dass die Einnahmen aus der Mehrwertsteuer nicht periodengerecht sind. So basieren die im Jahr 2014 erzielten Mehrwertsteuereinnahmen teilweise auf Umsätzen aus den Vorjahren.</p><p>Ein Einkauf von Waren im Ausland führt nicht immer dazu, dass bei der Einfuhr in die Schweiz keine Einfuhr-Mehrwertsteuer geschuldet ist. Eine mehrwertsteuerfreie Einfuhr von Waren ist nur bis zu einer bestimmten Wertgrenze möglich. Es ist nicht die Absicht des Bundesrates, diese Wertgrenze zu senken, denn eine solche Änderung stiesse bei den Haushalten auf Unverständnis und führte zu unverhältnismässigem administrativem Mehraufwand an der Grenze.</p><p>Des Weiteren verweist der Bundesrat auf seine Antwort zur Interpellation Germann 11.4005, Massnahmenplan für die Grenzregionen zur Abfederung der Frankenstärke.</p>
89	20155089	14	4030	NR	49	de	Frankenstärke und Medikamentenpreise. Wann profitieren die Prämienzahler vom Währungsvorteil?	<p>Als einziger Wirtschaftszweig profitiert die Pharmaindustrie seit Jahren von einem fiktiven Wechselkurs. Die Preise von zwei Dritteln der mehrheitlich importierten, kassenpflichtigen Medikamente basieren nach den aktuellen Regeln bis 2017 auf einem Eurokurs von Fr. 1.24. Gemäss Auskunft des BAG werden zurzeit entsprechende Verordnungen angepasst.</p><p>- Wird dabei auch die überfällige Korrektur der Wechselkurs-Subventionen eingebracht?</p><p>- Wann profitieren die Prämienzahlenden vom Währungsvorteil?</p>	<p>Das Bundesamt für Gesundheit hat im Rahmen der dreijährlichen Überprüfung seit 2012 die Preise von rund 2400 auf der Spezialitätenliste geführten Arzneimitteln auf ihre Wirtschaftlichkeit hin geprüft und rund 1500 Preissenkungen verfügt. Dies hat zu Einsparungen von insgesamt mindestens 600 Millionen Franken geführt.</p><p>Das BAG vergleicht bei dieser Überprüfung den Fabrikabgabepreis des Arzneimittels mit dem durchschnittlichen Fabrikabgabepreis in den Referenzländern. Dabei ist der durchschnittliche Wechselkurs der letzten 12 Monate massgebend, der jeweils für den Zeitraum von Februar des Vorjahres bis Januar des Überprüfungsjahres festgelegt wird. Die aktuelle Wechselkurssituation wirkt sich daher nur mit Verzögerung aus. Die Prämienzahler profitieren somit erst später von einem Währungsvorteil. Dies gilt aber auch im umgekehrten Fall: Wenn die Wechselkurse wieder höher ausfallen, profitieren die Prämienzahler weiterhin von einem tieferen Wechselkurs.</p><p>Es ist richtig, dass momentan Verordnungsänderungen zur Anpassung des Preisfestsetzungssystems in Bearbeitung sind. Es ist jedoch noch offen, wie der Bundesrat und das Eidgenössische Departement des Innern die Bestimmungen im Detail regeln werden.</p>
90	20155090	14	4079	NR	49	de	Findet die Eidgenössische Finanzkontrolle jetzt live im Fernsehen statt?	<p>Die Eidgenössische Finanzkontrolle (EFK) ist in den Medien sehr präsent. Dazu drei Fragen:</p><p>1. Ist es normal, dass die EFK ihre Prüfungen im Fernsehen verkündet, bevor diese überhaupt durchgeführt worden sind, wie es im Zusammenhang mit den Eidgenössischen Technischen Hochschulen geschehen ist? Die EFK streut damit auf der Grundlage blosser Vermutungen Zweifel über die Solidität wichtiger Institutionen.</p><p>2. Gehört es zur Aufgabe einer Revisionsstelle, in den Medien aufzutreten? Müsste sie nicht diskreter arbeiten?</p><p>3. Wird die Finanzkontrolle jetzt live im Fernsehen durchgeführt? Arbeitet die EFK für die Medien oder für das Parlament?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
91	20155091	14	4079	NR	49	de	Ist die Eidgenössische Finanzkontrolle unterbeschäftigt?	<p>Der Direktor der Eidgenössischen Finanzkontrolle (EFK) bestätigt, dass die Eidgenössischen Technischen Hochschulen sowie Swissnex geprüft werden sollen. Diese seien zwar brillant und bewundernswert, könnten jedoch gewisse finanzielle Risiken bergen.</p><p>1. Ist es gerechtfertigt, in den Medien eine Prüfung im Voraus anzukünden?</p><p>2. Warum Institutionen prüfen, die eine treibende Kraft für Schweizer Innovationen darstellen? Gibt es keine Fälle echter Verschwendung von öffentlichen Geldern mehr, mit denen die EFK sich beschäftigen könnte?</p><p>3. Ist die EFK unterbeschäftigt? Hätten wir hier im Falle von Budgetkürzungen eventuell eine Möglichkeit zum Sparen?</p>	<p>Die Antwort des Bundesrates existiert nur in französischer Sprache.</p>
92	20155092	14	4094	NR	49	de	Ist Schweizer Wasser kein Schweizer Rohstoff?	<p>Nach Aussagen des Bundesamtes für Landwirtschaft soll im Swissness-Gesetz das Wasser als Hauptbestandteil in Erfrischungsgetränken nicht angerechnet und somit als nicht wesensbestimmend eingestuft werden - dies im Gegensatz zum Schweizer Zucker.</p><p>Wie erklärt der Bundesrat die dadurch entstehende, wirtschaftsfeindliche Swissness-Unterscheidung zwischen gesüssten und ungesüssten Erfrischungsgetränken?</p>	<p>In der Vernehmlassung zu den Ausführungsbestimmungen der Swissness-Vorlage fordert die grosse Mehrheit der Stellungnehmer, dass Wasser bei Lebensmitteln gar nicht berücksichtigt werden soll, mit Ausnahme von Mineral- und Quellwasser. Die Getränkeindustrie und der Schweizer Brauereiverband andererseits möchten das Wasser bei Getränken generell anrechnen. Verschiedene bäuerliche Organisationen (z. B. Obstverband) wiederum möchten verhindern, dass mit Schweizer Wasser und ausländischem Fruchtkonzentrat sogenannt schweizerische Fruchtsaftgetränke hergestellt werden können. Die Aufgabe des Bundesrates ist es nun, den optimalen Weg zwischen diesen verschiedenen Interessen zu finden.</p><p>Die Eckpunkte des Vorschlages, der sich derzeit in der verwaltungsinternen Vorkonsultation befindet, wurden im Dialog mit der Getränkeindustrie erarbeitet. Demnach soll das Wasser angerechnet werden bei Getränken, bei denen das Wasser wesensbestimmend ist und nicht zur Rückverdünnung dient. Wesensbestimmend ist das Wasser nach Auffassung des Bundesrates z. B. bei natürlichem oder aromatisiertem Mineralwasser sowie bei Bier. Nicht wesensbestimmend ist es hingegen z. B. bei Getränken auf der Basis von Fruchtkonzentraten oder Milch. Die Verordnung wird aber nicht alle Getränketypen abschliessend regeln können, da die Produktevielfalt gross ist und eine Prüfung im Einzelfall möglich bleiben muss. Im Einzelfall wären voraussichtlich auch die Erwartungen der Konsumentinnen und Konsumenten an ein Schweizer Produkt zu berücksichtigen.</p><p>Die Swissness-Verordnungen werden derzeit verwaltungsintern konsolidiert. Anschliessend werden die Kommissionen für Rechtsfragen des National- und des Ständerates dazu angehört.</p>
93	20155093	14	1156	NR	49	de	Lohndumping effektiv bekämpfen	<p>- Wie stellt sich der Bundesrat zu den Vorwürfen der Gewerkschaften und einiger Berufsverbände, dass das Seco mit seiner neuen Weisung der zunehmenden Scheinselbstständigkeit in der Schweiz geradezu Vorschub leistet und die Kantone aus der Aufsichtspflicht entlässt, gegen die Scheinselbstständigkeit aktiv und wirkungsvoll anzugehen?</p><p>- Warum lädt das Seco alle Beteiligten zu einer Vernehmlassung ein, um dann gegen besseres Wissen die Möglichkeiten zur Bekämpfung von Lohndumping und Scheinselbstständigkeit einzuschränken und die Kantone von der Aufsichtspflicht zu entbinden?</p>	<p>In Branchen mit allgemeinverbindlich erklärten Gesamtarbeitsverträgen sind die paritätischen Kommissionen für Kontrollen zuständig. Gestützt auf die ihnen von den Kantonen übermittelten Meldungen können sie Hinweise auf allfällige Scheinselbstständigkeit erhalten und die Kontrollprioritäten entsprechend festlegen.</p><p>Die Kantone haben die Aufgabe, den Kontrollorganen die Meldungen zeitgerecht zu übermitteln. Weiter gehende Pflichten sind damit nicht verbunden. </p><p>Die aktuelle Seco-Weisung kann so interpretiert werden, als ob seitens der Kantone bei der Bearbeitung der eingehenden Meldungen von selbstständigen Dienstleistungserbringern die Pflicht bestünde, Abklärungen hinsichtlich einer allfälligen Scheinselbstständigkeit zu treffen. Dies ist wie erwähnt nicht zutreffend. </p><p>Deshalb hat das Seco eine entsprechende Präzisierung der Weisung in Konsultation gegeben, die jedoch die bestehende materielle Rechtslage nicht ändert.</p>
